"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"264A","264","","Yes",2013,2013,2013,1996,"","interior","Piscataquis","ME","E","","dominant","",481438,5082150,-69.2392568610744,45.892666997833
"265A","265","Browney Island","No",2013,1998,1999,1996,"","coastal","Washington","ME","C","","dominant","",609786.249518,4924099.7984,-67.6199037440316,44.461867935748
"265B","265","Browney Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",609773.8369,4924123.1267,-67.6200547883592,44.4620797793272
"266A","266","","No",2013,2009,2004,1996,"","interior","Washington","ME","C","","dominant","",627829.951984,5000200.69664,-67.374036910627,45.1437081572956
"266B","266","","Yes",2013,2013,2009,2009,"","interior","Washington","ME","C","","dominant","",628353.644797,4999664.07603,-67.3675162198322,45.1387846070052
"267A","267","Bois Bubert Island","No",2013,2003,2003,1996,"","coastal","Washington","ME","C","","dominant","",591049.45249,4919884.10802,-67.85612872173,44.4265254761866
"267B","267","Bois Bubert Island","Yes",2013,2013,2013,2004,"","coastal","Washington","ME","C","","dominant","",591111.135401,4919733.85448,-67.855380336677,44.425165275944
"268A","268","Fogg Point","No",2013,2006,2000,1996,"","coastal","Cumberland","ME","A","","","",408592.937367,4849861.44477,-70.1362210597202,43.7961685053967
"268B","268","Lanes Island","No",2013,2009,2009,2001,"","coastal","Cumberland","ME","A","","dominant","",409592,4849530,-70.1237488202996,43.7933075841854
"268C","268","Lanes Island","Yes",2013,2013,2013,2008,"","coastal","Cumberland","ME","A","","dominant","",409271.589,4849369.794,-70.127703566543,43.7918261699962
"269A","269","","No",2013,2001,1999,1996,"","interior","Penobscot","ME","F","","supercanopy","",548895,5042920,-68.3737356925332,45.5380996309286
"269B","269","","Yes",2013,2013,2013,2000,"","interior","Penobscot","ME","F","","dominant","",549041,5042790,-68.3718788141227,45.5369192943515
"269C","269","","Yes",2013,2013,2009,2003,"","interior","Penobscot","ME","F","","dominant","",548377.638919,5043091.20432,-68.3803449160825,45.5396766991663
"270A","270","","No",2013,1998,1998,1997,"","interior","Waldo","ME","B","","dominant","",472830.516155,4940946.90307,-69.3424753580544,44.6213615336801
"270B","270","","No",2013,2000,2000,1999,"","interior","Waldo","ME","B","","dominant","",472840.348305,4940891.38692,-69.3423484875526,44.62086212855
"270C","270","","No",2013,2008,2003,2001,"","interior","Waldo","ME","B","","dominant","",474824.873989,4943001.68273,-69.3174373949809,44.639932042761
"270D","270","","No",2013,2009,2004,2004,"","interior","Waldo","ME","B","","dominant","",474790.07489,4943047.47025,-69.3178784266009,44.6403430180047
"270E","270","","No",2013,2010,2008,2005,"","interior","Waldo","ME","B","","dominant","",474164.486433,4942957.06206,-69.3257619525162,44.6395069045158
"270F","270","","Yes",2013,2013,2013,2009,"","interior","Waldo","ME","B","","dominant","",474395.587066,4942317.66546,-69.3228161182402,44.6337591009284
"271A","271","","No",2013,2008,2003,1997,"","interior","Knox","ME","B","","dominant","",500731.858935,4931440.82435,-68.9907882500055,44.5362952778037
"271B","271","","Yes",2013,2013,2012,2004,"","interior","Knox","ME","B","","dominant","",500849.843129,4931387.49219,-68.9893032964152,44.5358150170022
"271C","271","","Yes",2014,2014,2014,2013,"","interior","Waldo","ME","B","","dominant","",500682.6266,4931649.9663,-68.9914076498604,44.5381781598693
"272A","272","Hunter Road shoreline","No",2013,2006,2004,1997,"","coastal","Lincoln","ME","B","","","",440128,4882080,-69.7478985933234,44.0894515607638
"272B","272","Hunter Road vicinity shoreline","No",2013,2002,2002,2002,"","coastal","Lincoln","ME","B","","","",440187,4882770,-69.747239864576,44.0956681742234
"272C","272","Middle Road shoreline","Yes",2014,2014,2014,2005,"","coastal","Lincoln","ME","B","","","",440345.960171,4881756.40439,-69.745139569909,44.0865561462175
"272D","272","","No",2014,2013,2013,2011,"","coastal","Lincoln","ME","B","","dominant","",440211.742152,4882811.7212,-69.7469355166904,44.0960457943018
"273A","273","","Yes",2013,2013,2006,1998,"","coastal","Washington","ME","C","","","",637436.60718,5004467.19647,-67.2507231944451,45.1802911944287
"273B","273","","Yes",2013,2013,2013,2007,"","coastal","Washington","ME","C","","","",637532.942,5004296.068,-67.2495448234806,45.178732693752
"274A","274","","No",2014,1998,1998,1998,"","interior","Androscoggin","ME","A","","","",403558.953137,4892227.27606,-70.2064826306045,44.1768872753531
"274B","274","","Yes",2014,2014,2014,1999,"","interior","Androscoggin","ME","A","","","",403719.923798,4892036.87542,-70.2044344302292,44.1751946811321
"275A","275","Fay Scott Bog shoreline","No",2013,1998,1998,1998,"","interior","Penobscot","ME","B","","","",477173.966648,4983767.05889,-69.2896494444462,45.0069841944194
"275B","275","Fay Scott Bog shoreline","No",2013,2008,2008,1999,"","interior","Penobscot","ME","B","","","",477308.561584,4983823.00301,-69.28794405556,45.0074921111431
"275C","275","","No",2013,2002,2000,2000,"","interior","Penobscot","ME","B","","","",474512,4980930,-69.3232841656025,44.9813549139261
"275D","275","","Yes",2014,2014,2014,2009,"","interior","Penobscot","ME","B","","","",478470.554,4984100.351,-69.2732109400205,45.0100249695017
"275E","275","","Yes",2013,2013,NA,2012,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot","ME","B","","dominant","",476494.700291,4985769.33485,-69.2983624166725,45.0249860555082
"276A","276","Greens Island","No",2013,2003,1999,1998,"","coastal","Knox","ME","B","","","",511849,4875140,-68.8521363192538,44.0293201494351
"276B","276","Greens Island","No",2013,2000,NA,1998,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Knox","ME","B","","","",511766,4875050,-68.8531740732666,44.0285111760198
"276C","276","Greens Island - Heron Neck","No",2013,2002,2002,2000,"","coastal","Knox","ME","B","","","",511024.443173,4874806.78776,-68.8624328728798,44.0263329456703
"276D","276","Greens Island - Heron Neck","Yes",2013,2013,2013,2003,"","coastal","Knox","ME","B","","","",510898,4874960,-68.8640075199357,44.0277142718923
"277A","277","","No",2013,2012,2012,1998,"","interior","Penobscot","ME","F","","","",528428,4972667.96748,-68.6398914922446,44.9068697963837
"277B","277","","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","C","","dominant","",528591.854,4972949.7712,-68.6378000003501,44.9093999996438
"278A","278","","Yes",2014,2014,2001,1998,"","interior","Kennebec","ME","B","","","",453779,4940140,-69.5825400789151,44.6131251862965
"278B","278","","Yes",2014,2014,2005,2002,"","interior","Kennebec","ME","B","","","",453721.684502,4940161.44768,-69.5832643422794,44.6133145731849
"278C","278","","Yes",2014,2014,2014,2014,"","interior","Kennebec","ME","B","","","",453281.957,4939182.598,-69.5887170971899,44.6044744632367
"279A","279","","No",2013,2002,2002,1998,"","interior","Aroostook","ME","G","","","",487280,5159330,-69.1660383186988,46.5874142447509
"279B","279","","No",2013,1999,1999,1999,"","interior","Piscataquis","ME","G","","","",486400.407699,5156598.23463,-69.177439666671,46.5628127777589
"279C","279","","Yes",2013,2013,2009,2003,"","interior","Aroostook","ME","G","","","",487782.529327,5158433.6207,-69.1594550123705,46.5793567126455
"280A","280","","Yes",2013,2013,2013,1998,"","interior","Piscataquis","ME","E","","","",440603.489443,5059186.69077,-69.7627423955404,45.6836859528757
"281A","281","""Old"" Flagstaff Lake islands","Yes",2013,2013,2013,1994,"","interior","Somerset","ME","D","","","",391353,5011110,-70.3844173409059,45.2450937831757
"282A","282","","Yes",2014,2014,2014,1998,"","interior","Oxford","ME","D","","","",367667.037625,4946616.59259,-70.6692015482217,44.6607167156518
"283A","283","","No",2013,2003,2003,1998,"","interior","Washington","ME","F","","","",615205.020391,5048917.96845,-67.52320234729,45.5842576793611
"283B","283","","Yes",2013,2013,2013,2004,"","interior","Washington","ME","F","","","",615181.894845,5048950.09306,-67.5234911121613,45.5845505682912
"284A","284","","No",2013,2001,2008,1998,"","interior","Penobscot","ME","G","","","",532662,5134760,-68.5753807336573,46.3656264525629
"285A","285","","Yes",2013,2013,2000,1998,"","interior","Piscataquis","ME","F","","","",509529,5062030,-68.8775718398286,45.7117586480951
"285B","285","","No",2013,2010,2009,2001,"","interior","Piscataquis","ME","F","","","",509337,5061660,-68.8800457657082,45.7084309749413
"285C","285","","Yes",2013,2013,NA,2013,"","interior","Piscataquis","ME","F","","dominant","",509742.5067,5062113.1663,-68.8748270509239,45.7125042371668
"286A","286","Leland Point","Yes",2013,2013,2013,1998,"","coastal","Hancock","ME","C","","","",555710.347586,4920714.29029,-68.2999678876314,44.4375822657122
"287A","287","Coswell Road shoreline","No",2014,2004,2004,1999,"","interior","Kennebec","ME","B","","","",432605,4940670,-69.8494486182454,44.6162231847539
"287B","287","Little North Pond peninsula","Yes",2014,2014,2014,2005,"","interior","Kennebec","ME","B","","","",432686.233,4940306.957,-69.8483772828476,44.6129628456703
"287C","287","Coswell Road upland","No",2014,2006,2006,2006,"","interior","Kennebec","ME","B","","","",432226.864,4940971.291,-69.8542538952441,44.6188997193349
"288A","288","","No",2013,2007,2007,1999,"","coastal","Washington","ME","C","","","",612686.747118,4943375.10492,-67.5792387258282,44.6348970140766
"288B","288","","Yes",2013,2013,2011,2008,"","coastal","Washington","ME","C","","","",612873.772038,4943363.22985,-67.5768840414148,44.6347607870821
"288C","288","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",614316.4407,4942105.3541,-67.558980713138,44.6232122614766
"289A","289","","No",2013,2007,2003,2005,"","interior","Penobscot","ME","F","","","",528252.022113,5055172.09547,-68.6374214722198,45.6495219166672
"289B","289","","No",2013,1963,1963,1962,"","interior","Penobscot","ME","F","7/9/1980","dominant","",527318.973153,5053600.15545,-68.6494839722182,45.6354106666413
"289C","289","","Yes",2013,2013,2013,2004,"","interior","Penobscot","ME","F","","","",528210.629551,5054802.97609,-68.6379740850187,45.6462012605409
"290A","290","Weasel Point","No",2013,2005,2005,1999,"","coastal","Sagadahoc","ME","A","","","",435495.242368,4850646.24919,-69.8019497890686,43.8060693090098
"290B","290","Weasel Point","No",2013,2011,2011,2006,"","coastal","Sagadahoc","ME","A","","","",435523.367,4850932.31,-69.8016346093998,43.808647147812
"290C","290","Weasel Point area","Yes",2013,2013,2013,2013,"","coastal","Sagadahoc","ME","A","","","",435574.7746,4850451.1092,-69.8009376321884,43.8043194096124
"291A","291","","Yes",2013,2013,2013,1999,"","interior","Somerset","ME","D","","","",429562,4957600,-69.8901295899817,44.7683240004673
"292A","292","Outer Heron Island","No",2013,1999,1999,1999,"","coastal","Lincoln","ME","B","","","",453004.12304,4847188.25435,-69.5839821666696,43.7762558055297
"292B","292","Outer Heron Island","No",2013,2007,2007,2000,"","coastal","Lincoln","ME","B","","","",452902.722985,4847192.22512,-69.5852424722244,43.7762851110808
"292C","292","Outer Heron Island","Yes",2013,2013,2013,2009,"","coastal","Lincoln","ME","B","","","",452885.334513,4847079.83703,-69.5854486621464,43.7752721302875
"292D","292","Outer Heron Island","No",2013,2010,2010,2010,"","coastal","Lincoln","ME","B","","","",452748.738759,4846806.74126,-69.587121861722,43.7728046348552
"293A","293","","No",2013,1975,NA,1972,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Hancock","ME","C","6/20/1977","dominant","",526575,4913220,-68.6664440978019,44.3717703582661
"293B","293","","Yes",2013,2013,2013,1999,"","coastal","Hancock","ME","C","","","",525725.931812,4912501.21501,-68.6771365490341,44.3653299156204
"294A","294","","Yes",2013,2013,2006,1999,"","coastal","Knox","ME","B","","","",510879.128829,4884396.93517,-68.8640486578304,44.1126788028429
"294B","294","Spectacle Island","Yes",2013,2013,2013,2007,"","coastal","Knox","ME","B","","","",512025.605968,4883245.16146,-68.849747990639,44.1022910818638
"295A","295","Ram Island","No",2013,2000,2000,1999,"","coastal","Knox","ME","B","","","",471552.517079,4868010.32528,-69.354610886501,43.9646734558615
"295B","295","Sand Island","No",2013,2010,2010,2001,"","coastal","Knox","ME","B","","","",471783.850637,4868323.60744,-69.3517439055699,43.9675029710161
"295C","295","Ram Island","Yes",2013,2013,2013,2013,"","coastal","Knox","ME","B","","dominant","",471539.6277,4868057.1935,-69.3547740668184,43.9650949301094
"296A","296","","No",2013,2012,2012,1999,"","interior","Hancock","ME","F","","","",573715.113426,4994833.96244,-68.0630281119717,45.1031303159351
"297A","297","Turtle Island","No",2013,1999,NA,1999,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Hancock","ME","C","","","",571871,4912030,-68.0981240450583,44.3579833653504
"297B","297","Turtle Island","No",2013,2010,2004,2000,"","coastal","Hancock","ME","C","","","",572085,4911900,-68.0954569946808,44.3567918955637
"297C","297","Turtle Island","Yes",2013,2013,2013,2005,"","coastal","Hancock","ME","C","","","",571927.076,4911705.688,-68.0974652758966,44.3550584071576
"298A","298","Yellow Head","No",2013,2000,2000,2000,"","coastal","Washington","ME","C","","","",630419.415767,4944442.76396,-67.3554782987973,44.6415051132759
"298B","298","Bar Island","No",2013,2002,2001,2001,"","coastal","Washington","ME","C","","","",629704,4944720,-67.3644255361563,44.6441294304625
"298C","298","Bare Island","Yes",2013,2013,2013,2003,"","coastal","Washington","ME","C","","","",630234.198286,4945667.55724,-67.3575017549819,44.6525603605434
"299A","299","","Yes",2013,2013,2013,2000,"","interior","Aroostook","ME","F","","","",553518.342317,5058653.3872,-68.3127952978312,45.6793651177522
"300A","300","Big Heath vicinity","No",2013,2007,2004,2000,"","coastal","Hancock","ME","C","","","",547754,4925720,-68.3994762461335,44.4832140624061
"300B","300","Weymouth Point vicinity","Yes",2013,2013,2013,2013,"","coastal","Hancock","ME","C","","dominant","",544694.7672,4926037.5877,-68.4379178419235,44.4862688714051
"301A","301","","No",2013,2006,2001,2000,"","interior","Somerset","ME","D","","","",422378.084738,5004675.25428,-69.9881522522587,45.1912872710437
"301B","301","Henhawk Island","No",2013,2010,2010,2004,"","interior","Somerset","ME","D","","","",422476.757363,5003878.91887,-69.9867724502114,45.1841308798712
"301C","301","Henhawk Island","Yes",2013,2013,2013,2011,"","interior","Somerset","ME","D","","","",422456.081345,5003957.50634,-69.9870478144388,45.1848359164291
"302A","302","","Yes",2013,2013,2013,2000,"","interior","Somerset","ME","D","","","",396893.943652,5004160.28353,-70.3123923063333,45.1833856861328
"303A","303","Outer Porcupine Island","No",2014,2007,2006,2000,"","coastal","Hancock","ME","C","","","",518274.873582,4894099.12272,-68.7712909629174,44.1998820919647
"303B","303","Inner Porcupine Island","No",2013,2011,2008,2007,"","coastal","Hancock","ME","C","","","",518149.654,4894388.23967,-68.7728480659138,44.2024881733332
"303C","303","Outer Porcupine Island","Yes",2014,2014,2014,2009,"","coastal","Hancock","ME","C","","","",518306.333,4894181.516,-68.7708943785987,44.2006230997335
"304A","304","Tarbox Island","No",2013,1982,1982,1975,"","interior","Penobscot","ME","F","7/5/1977","supercanopy","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",529604,5004450,-68.6231207950123,45.1929127157707
"304B","304","","No",2013,2008,2006,2000,"","interior","Penobscot","ME","F","","","",529250.344384,5005334.00153,-68.627571074043,45.2008847571007
"304C","304","Thorofare Island","No",2013,2005,2003,2003,"","interior","Penobscot","ME","F","","","",529635.138474,5004894.04436,-68.6226979776672,45.1969084381529
"304D","304","Tarbox Island","Yes",2013,2013,2013,2007,"","interior","Penobscot","ME","F","","","",529629.101017,5004357.87199,-68.6228067267965,45.1920823773042
"305A","305","","Yes",2014,2014,2014,2000,"","interior","Penobscot","ME","C","","","",533399,4962870,-68.5775689879181,44.8184535709547
"306A","306","Crane Island","No",2013,2009,2004,2000,"","interior","Knox","ME","B","","","",491550.565462,4900088.87522,-69.1058411233137,44.2539886411791
"306B","306","Fernalds Neck shoreline","Yes",2013,2013,2013,2005,"","interior","Waldo","ME","B","","","",491083.963815,4900927.63509,-69.1117002533361,44.2615345025503
"307A","307","Roderick Head","No",2013,2003,2003,2000,"","coastal","Hancock","ME","C","","","",544920,4891000,-68.4381049660398,44.1708271254951
"307B","307","Roderick Head","No",2013,2006,2005,2004,"","coastal","Hancock","ME","C","","","",544674.791,4890872.003,-68.4411829706594,44.1696898372949
"307C","307","Roderick Head","Yes",2013,2013,2013,2006,"","coastal","Hancock","ME","C","","","",544757.557,4890949.439,-68.4401411418567,44.1703819102547
"308A","308","Webber Pond shoreline - Redman Road vicinity","Yes",2013,2013,2010,2000,"","interior","Kennebec","ME","B","","","",449056,4918060,-69.6398834126557,44.4140389736677
"308B","308","Webber Pond shoreline - Redman Road vicinity","No",2013,2011,2011,2011,"","interior","Kennebec","ME","B","","dominant","",449075.95408,4918021.32672,-69.6396289994554,44.4136922292366
"308C","308","Webber Pond shoreline - 56 Birch Point Road","Yes",2013,2013,2013,2012,"","interior","Kennebec","ME","B","","dominant","",448360.297787,4917316.8312,-69.6485473055597,44.4072994722194
"309A","309","Attean Pond islet","No",2013,2002,2002,2000,"","interior","Somerset","ME","E","","","",401404,5045800,-70.2633161357449,45.5587534243447
"309B","309","Attean Pond islet","Yes",2013,2013,2013,2003,"","interior","Somerset","ME","E","","","",401476,5045840,-70.26240188318,45.5591235761692
"310A","310","Rolling Island","No",2013,2010,2009,2000,"","coastal","Hancock","ME","C","","","",576457,4911190,-68.0407075973901,44.3499531107228
"310B","310","Rolling Island","Yes",2013,2013,2013,2010,"","coastal","Hancock","ME","C","","","",576476.950507,4911184.75654,-68.0404580869436,44.3499038083628
"311A","311","Tidswell Point","No",2013,2000,2000,2000,"","interior","Oxford","ME","D","","","",338943.737971,4954264.18936,-71.0337075788561,44.7236519859117
"311B","311","Tidswell Point","No",2013,NA,NA,2001,"This nest is on the New Hampshire side of the Umbagog Lake area border with Maine.","interior","Coos","NH","","","","",338344.955975,4954331.2784,-71.0412850402106,44.7241207011299
"312A","312","Grays Point area shoreline","No",2013,2005,2004,2000,"","coastal","Hancock","ME","C","","","",521375,4908820,-68.7318917155573,44.3323297459944
"312B","312","Condon Point shoreline","No",2013,2003,2003,2003,"","coastal","Hancock","ME","C","","","",520363,4908660,-68.7445914333729,44.3309183707057
"312C","312","Grays Point area shoreline","Yes",2013,2013,2013,2005,"","coastal","Hancock","ME","C","","","",521582.462197,4908814.33927,-68.7292897642638,44.3322726457848
"313A","313","Southwest Point","No",2013,2006,2006,2000,"","coastal","Hancock","ME","C","","","",550599.221908,4883172.15663,-68.3678211095117,44.099983555615
"313B","313","Southwest Point","No",2013,2009,2007,2007,"","coastal","Hancock","ME","C","","","",550669.841938,4883030.25722,-68.3669524781665,44.0987011779304
"313C","313","Southwest Point","No",2013,2009,2009,2008,"","coastal","Hancock","ME","C","","","",550662.094996,4883018.19647,-68.3670504176832,44.0985931335996
"313D","313","Southwest Point","Yes",2013,2013,2013,2010,"","coastal","Hancock","ME","C","","","",550718.142664,4883013.7561,-68.366350652498,44.0985492764702
"314A","314","Tinker Island","No",2013,2003,2002,2000,"","coastal","Hancock","ME","C","","","",541229,4901790,-68.4834243299946,44.2681850485783
"314B","314","Tinker Island","No",2013,2004,2003,2003,"","coastal","Hancock","ME","C","","","",541230.5,4901724.5,-68.4834107014175,44.2675952854736
"314C","314","Tinker Island","No",2013,2005,2005,2004,"","coastal","Hancock","ME","C","","","",541271.478,4901775.673,-68.4828932574266,44.2680536586645
"314D","314","Tinker Island","No",2013,2007,2007,2006,"","coastal","Hancock","ME","C","","","",540841.265,4902529.737,-68.4882244434376,44.2748665590641
"314E","314","Tinker Island","No",2013,2008,2008,2008,"","coastal","Hancock","ME","C","","","",541345.693,4901758.557,-68.4819647793112,44.2678953551672
"314F","314","Tinker Island","No",2013,2011,2010,2009,"","coastal","Hancock","ME","C","","","",541472.693,4901765.172,-68.4803730903242,44.2679476811521
"314G","314","Tinker Island","Yes",2013,2013,2013,2011,"","coastal","Hancock","ME","C","","","",541562.485554,4901841.17221,-68.4792420507089,44.2686267661552
"315A","315","Foster Island","Yes",2013,2013,2013,2000,"","coastal","Washington","ME","C","","dominant","",592538.329452,4932185.24882,-67.8352263082033,44.5370578220436
"315B","315","Foster Island - northern interior","No",2013,1970,NA,1968,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","dominant","",592752.710028,4932202.29344,-67.8325254057065,44.5371836887133
"316A","316","Upper Coombs Island","No",2013,2000,2000,2000,"","coastal","Cumberland","ME","A","","supercanopy","",427287.576231,4857326.7966,-69.9048874838027,43.8654503981349
"316B","316","Upper Coombs Island","No",2013,2004,2003,2001,"","coastal","Cumberland","ME","A","","dominant","",427319.762686,4857416.72884,-69.9044992238779,43.8662631927239
"316C","316","Bombazine Island","Yes",2013,2013,2013,2005,"","coastal","Cumberland","ME","A","","dominant","",427913.128383,4856891.51601,-69.8970448281813,43.8615931058338
"316D","316","Bombazine Island","No",2013,2010,2009,2009,"","coastal","Cumberland","ME","A","","co-dominant","",427872.922847,4856673.19723,-69.89751559621,43.8596237359018
"316E","316","Lower Coombs Island","Yes",2013,2013,2010,2010,"","coastal","Cumberland","ME","A","","co-dominant","",427034.639197,4856892.83165,-69.9079755281789,43.8615186218822
"317A","317","South Belfast Avenue area - southernmost islet","No",2013,2006,2006,2000,"","interior","Kennebec","ME","B","","dominant","",447566.175,4906387.29,-69.6574189915033,44.3088508703896
"317B","317","South Belfast Avenue area - middle islet","Yes",2013,2013,2013,2007,"","interior","Kennebec","ME","B","","dominant","",447487.792,4906475.725,-69.6584105989984,44.3096413397038
"318A","318","","Yes",2013,2013,2013,2000,"","interior","Penobscot","ME","F","","dominant","",513342.696305,4979116.85417,-68.8308112039552,44.965365273239
"319A","319","King Island","No",2014,2006,2007,2000,"","interior","Penobscot","ME","C","","dominant","",521167.913976,4951625.34223,-68.7327329706617,44.7176943947557
"319B","319","","Yes",2013,2013,2013,2008,"","interior","Penobscot","ME","C","","dominant","",520388.715,4953096.106,-68.7425123451293,44.7309572101266
"320A","320","","No",2013,2007,2007,2000,"","interior","Somerset","ME","E","","supercanopy","",420780.707039,5077311.21635,-70.0202309722166,45.8448110000311
"320B","320","","Yes",2013,2013,2013,2013,"","interior","Somerset","ME","E","","supercanopy","",419123.449,5074209.5739,-70.0410499895697,45.816706393776
"321A","321","","No",2013,2000,2000,2000,"","interior","Piscataquis","ME","G","","dominant","",453250,5140860,-69.6083697701643,46.419694965717
"321B","321","","Yes",2013,2013,2013,2001,"","interior","Piscataquis","ME","G","","dominant","",453443,5140460,-69.6058184863468,46.4161086261999
"322A","322","","Yes",2013,2013,2013,2000,"","interior","Piscataquis","ME","G","","supercanopy","",482815.186941,5135326.88088,-69.223432607031,46.3712983181547
"323A","323","","Yes",2013,2013,2013,2000,"","interior","Penobscot","ME","F","","dominant","",540330,5029540,-68.4845335237809,45.4182176171396
"324A","324","Outer Scott Island","No",2013,2006,2006,2000,"","coastal","Hancock","ME","C","","dominant","",520625,4903350,-68.7415151371001,44.2831054059833
"324B","324","Outer Scott Island","Yes",2013,2013,2013,2000,"","coastal","Hancock","ME","C","","dominant","",520668.246341,4903231.39603,-68.7409778452395,44.2820363902499
"325A","325","","Yes",2014,2014,2013,2001,"","coastal","Waldo","ME","B","","dominant","",513814.515965,4945630.3758,-68.8257386653536,44.6639049939625
"325B","325","","No",2013,2002,NA,2002,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Waldo","ME","B","","dominant","",514435.627244,4946210.4489,-68.8178874305343,44.6691148263106
"325C","325","","No",2014,2006,NA,2006,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Waldo","ME","B","","dominant","",513787.95,4945685.563,-68.8260722910652,44.6644023229818
"326A","326","Eastern Mark Island","No",2013,2001,2001,2001,"","coastal","Hancock","ME","C","","dominant","",533508,4890720,-68.5808687453813,44.1689192030967
"326B","326","Shingle Island","Yes",2014,2014,2014,2001,"","coastal","Hancock","ME","C","","dominant","",533496.574436,4889554.70792,-68.5810859054726,44.158428591408
"327A","327","Teacher Island","Yes",2014,2014,2013,2001,"","interior","Hancock","ME","C","","dominant","",533356.261922,4940720.772,-68.5795559808774,44.6190653687323
"328A","328","Trial Point","No",2013,2009,2008,2001,"","coastal","Knox","ME","C","","dominant","",527655.899376,4877805.64114,-68.6547451959457,44.0528941360141
"328B","328","Moores Head","Yes",2013,2013,2013,2006,"","coastal","Knox","ME","C","","dominant","",527668.813,4877002.761,-68.6546259931498,44.0456651037288
"329A","329","Pop Island","Yes",2013,2013,2013,2001,"","coastal","Washington","ME","C","","dominant","",585914.994219,4924791.56648,-67.9198082319181,44.4713262175919
"330A","330","","No",2013,2010,2009,2001,"","interior","Penobscot","ME","G","","supercanopy","",526702.25683,5128559.90865,-68.6532111394479,46.3100892781158
"330B","330","","No",2013,2010,2010,2010,"","interior","Penobscot","ME","G","","dominant","",526512.333849,5128624.13307,-68.65567404652,46.3106747321775
"331A","331","","No",2013,2009,2003,2001,"","interior","Penobscot","ME","F","","dominant","",534954.900695,5013040.81397,-68.5543982073546,45.2699960138165
"332A","332","","No",2013,2009,2012,2001,"","interior","Piscataquis","ME","E","","dominant","",475421,5058580,-69.3156130877727,45.6803354500946
"333A","333","""Town Line"" Island","No",2013,2010,2008,2001,"","interior","Kennebec","ME","B","","dominant","",421902,4902780,-69.9786198361083,44.2740740639062
"333B","333","""Town Line"" Island","Yes",2014,2014,2014,2002,"","interior","Kennebec","ME","B","","dominant","",421881,4902800,-69.9788859308062,44.2742518445959
"333C","333","Red Top Drive shoreline","No",2013,2010,2011,2007,"","interior","Kennebec","ME","B","","dominant","",422393.956465,4901624.57033,-69.9722846881062,44.2637257756756
"334A","334","","Yes",2014,2014,2014,2001,"","interior","Androscoggin","ME","A","","supercanopy","",410227.013538,4871635.38887,-70.1195794103267,43.9923768064216
"334B","334","","No",2013,2006,2007,2006,"","interior","Androscoggin","ME","A","","dominant","",409867.232789,4871013.66714,-70.1239598334905,43.9867361485553
"334C","334","","No",2013,2012,2012,2011,"","interior","Androscoggin","ME","A","","dominant","",410258.957421,4871614.56736,-70.1191775833309,43.9921932777917
"335A","335","Hog Island","No",2014,2011,2009,2001,"","coastal","Lincoln","ME","B","","dominant","",456598,4873530,-69.5414705690871,44.0136372280258
"335B","335","","No",2013,2001,NA,2001,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Lincoln","ME","B","","dominant","",456959.217989,4871843.5537,-69.5368273663557,43.998475242634
"335C","335","Hog Island","Yes",2014,2014,2013,2010,"","coastal","Lincoln","ME","B","","dominant","",456575.856417,4873577.91877,-69.5417507412351,44.0140673353066
"336A","336","","Yes",2013,2013,2013,2001,"","interior","Waldo","ME","B","","dominant","",485676.473834,4915841.26995,-69.1798549387221,44.3957148154323
"337A","337","","No",2013,2009,2008,2001,"","interior","Aroostook","ME","G","","dominant","",586857.476615,5183150.66815,-67.8618379861824,46.7962434370888
"337B","337","","Yes",2013,2013,2013,2009,"","interior","Aroostook","ME","G","","dominant","",587015.623724,5183018.12336,-67.8597912711893,46.7950302667631
"338A","338","","No",2013,2003,2001,2001,"","interior","Penobscot","ME","F","","dominant","",530111,5018150,-68.6158359254128,45.316209345612
"338B","338","","No",2013,2002,2002,2002,"","interior","Penobscot","ME","F","","dominant","",530728.243456,5018756.93479,-68.607923477872,45.3216457357236
"338C","338","","Yes",2014,2014,2014,2003,"","interior","Penobscot","ME","F","","supercanopy","",530762.504722,5018780.75881,-68.6074848513346,45.3218586791919
"339A","339","Sears Island","No",2013,2006,2001,2001,"","coastal","Waldo","ME","B","","dominant","",510122,4920140,-68.8728179792528,44.4344864407484
"339B","339","Cape Jellison","No",2014,2009,2002,2002,"Nest was used only by ospreys during the period 2003 - 2009.","coastal","Waldo","ME","B","","co-dominant","",513448,4923150,-68.830949105257,44.4615305754318
